,baseline,handcraft,shrinkage,hrp,equal
2012-12-04,0.8884637992796858,0.8533293330945708,0.8419241327320703,0.8012896665470988,0.9094974204990345
2012-12-05,2.673224066422551,2.3673962576143786,2.4177207669622467,2.3315618752307192,2.431917808808073
2012-12-06,0.4241598656547123,0.5254398656547832,0.5334804207989761,0.5162094448563572,0.6147398656548969
2012-12-07,-1.3403985682990194,-1.4977247056106417,-1.4047878720136107,-0.8247278720134734,-1.6977747056107553
2012-12-10,1.1824254494384514,1.0574554494385204,1.0524354494384751,1.1473754494383392,1.0725054494386335
2012-12-11,-1.3457274070983452,-1.4032574070984096,-1.2150006257017454,-0.5681774070982321,-1.5200706257019014
2012-12-12,-2.5876854075062714,-2.79912999999906,-2.6216399999990854,-2.0942099999992623,-3.1785699999989085
2012-12-13,-4.992475594226619,-4.5670288907583005,-4.400420316916146,-4.5602808715370715,-4.60592031691619
2012-12-14,2.2558901485444243,1.7170793701795195,1.7612478933123292,2.041721625411614,1.5620793701795184
2012-12-17,-3.1700303721929113,-3.3065000000006557,-3.104000000000635,-2.4375000000005125,-3.621000000000758
2012-12-18,-1.9226234308775363,-2.3326654230792814,-2.113623430877529,-1.6437499999999294,-2.7569154230792625
2012-12-19,-2.0606686140561767,-1.2252530182684593,-1.2352530182684787,-1.3753795274031366,-0.777753018268365
2012-12-20,-1.5896992689750686,-1.145571950176034,-1.145571950176034,-0.8305719501760361,-1.010571950176033
2012-12-21,-2.4475000000006575,-1.302539868382004,-1.3201514055678811,-2.6214014055677435,-0.6262898683821176
2012-12-24,-2.8389337002317125,-2.3986053845719026,-2.4862757881499857,-2.7140916123134473,-2.3634474724901637
2012-12-25,0.0,0.0,0.0,0.0,0.0
2012-12-26,-0.6374999999993018,-0.372499999999232,-0.3774999999992559,-0.2812499999993979,-0.14374999999911323
2012-12-27,1.9474999999997686,2.089499999999745,2.0494999999997527,1.7777499999998003,2.4872499999997046
2012-12-28,0.4866672790864584,0.47445415251886924,0.467605536692044,0.27195415251900107,0.47510553669193123
2012-12-31,0.7516217161708181,0.3548916225596996,0.3530466340859046,0.6417966340859026,0.17429663408590562
2013-01-01,-0.015500681956900787,-0.005521321614664063,-0.005521321614664063,-0.01366024141867943,-0.005521321614664063
2013-01-02,-2.3477999999999875,-2.315819999999988,-2.2808099999999882,-1.4664999999999888,-2.7711199999999874
2013-01-03,-3.8271999999999795,-3.6941799999999763,-3.6341899999999776,-3.035999999999984,-4.121379999999971
